Date,Open,High,Low,Settle,Volume
1/2/2015,118.8125,119.1875,118.671875,119.09375,478686
12/31/2014,118.7890625,118.9375,118.75,118.9296875,205140
12/30/2014,119.4125,119.5375,119.4125,119.46875,2020
12/29/2014,119.084375,119.365625,119.03125,119.34375,879
12/26/2014,119.109375,119.1625,119.109375,119.125,9
12/24/2014,119.053125,119.178125,118.990625,119.109375,81
12/23/2014,119.5,119.5,119.09375,119.1,52
12/22/2014,119.44375,119.546875,119.396875,119.4125,753
12/19/2014,119.4125,119.63125,119.375,119.490625,2383
12/18/2014,119.678125,119.803125,119.38125,119.490625,6753
12/17/2014,120.1875,120.25625,119.63125,119.65625,16855
12/16/2014,120.15625,120.625,120.03125,120.125,6497
12/15/2014,120.084375,120.240625,119.859375,119.875,44035
12/12/2014,120.00625,120.28125,119.896875,120.084375,6786
12/11/2014,120,120.053125,119.553125,119.71875,14122
12/10/2014,119.69375,119.975,119.59375,119.896875,4901
12/9/2014,119.46875,119.7875,119.375,119.615625,10602
12/8/2014,119.328125,119.515625,119.109375,119.4125,16708
12/5/2014,119.875,120.084375,119.2875,119.34375,17034
12/4/2014,119.78125,119.921875,119.69375,119.865625,26440
12/3/2014,119.834375,119.875,119.703125,119.75625,25179
12/2/2014,120.109375,120.109375,119.834375,119.84375,76309
12/1/2014,120.25625,120.50625,120.053125,120.15625,115764
11/28/2014,119.984375,120.25625,119.984375,120.203125,163482
11/26/2014,119.859375,120.03125,119.84375,120.015625,929108
11/25/2014,119.725,119.890625,119.625,119.875,1585012
11/24/2014,119.65625,119.75625,119.521875,119.709375,1101953
11/21/2014,119.53125,119.671875,119.44375,119.646875,665672
11/20/2014,119.421875,119.709375,119.421875,119.5625,906077
11/19/2014,119.56875,119.609375,119.328125,119.453125,740159
11/18/2014,119.5,119.625,119.484375,119.56875,424351
11/17/2014,119.5375,119.75625,119.4375,119.46875,507775
11/14/2014,119.484375,119.615625,119.240625,119.56875,564331
11/13/2014,119.303125,119.484375,119.25625,119.46875,468089
11/12/2014,119.28125,119.515625,119.240625,119.359375,399059
11/11/2014,119.334375,119.375,119.209375,119.25,85897
11/10/2014,119.5625,119.7875,119.3125,119.328125,521058
11/7/2014,119.15625,119.6,119.046875,119.56875,875382
11/6/2014,119.34375,119.4375,119.115625,119.209375,568221
11/5/2014,119.34375,119.375,119.1875,119.334375,518969
11/4/2014,119.365625,119.490625,119.2875,119.31875,513245
11/3/2014,119.46875,119.553125,119.15625,119.31875,560107
10/31/2014,119.609375,119.678125,119.328125,119.428125,709891
10/30/2014,119.521875,119.646875,119.359375,119.59375,702094
10/29/2014,119.875,119.953125,119.334375,119.44375,800078
10/28/2014,119.990625,120.0625,119.84375,119.928125,503785
10/27/2014,119.896875,120.078125,119.803125,120.021875,442211
10/24/2014,119.928125,120.15625,119.90625,119.9375,672501
10/23/2014,120.234375,120.303125,119.803125,119.9125,665846
10/22/2014,120.21875,120.396875,120.021875,120.146875,622196
10/21/2014,120.2875,120.56875,120.140625,120.303125,619073
10/20/2014,120.203125,120.396875,120.06875,120.34375,617989
10/17/2014,120.365625,120.59375,120.115625,120.203125,1027476
10/16/2014,120.553125,121.271875,120.271875,120.421875,1604559
10/15/2014,120.0375,121.703125,119.88125,120.709375,2614772
10/14/2014,120.00625,120.1875,119.765625,120,1064827
10/13/2014,119.59375,120.03125,119.553125,119.88125,287424
10/10/2014,119.4125,119.584375,119.225,119.453125,719685
10/9/2014,119.44375,119.6875,119.334375,119.390625,1261324
10/8/2014,119.06875,119.546875,118.928125,119.375,1152800
10/7/2014,118.725,119.1,118.6875,119.021875,780049
10/6/2014,118.515625,118.81875,118.46875,118.740625,683964
10/3/2014,118.75,118.75625,118.31875,118.484375,1100362
10/2/2014,118.7875,118.921875,118.65625,118.671875,992538
10/1/2014,118.359375,118.8125,118.2875,118.75,1099155
9/30/2014,118.359375,118.365625,118.1625,118.25625,768842
9/29/2014,119.240625,119.396875,119.240625,119.303125,1234
9/26/2014,119.375,119.421875,119.115625,119.1625,848
9/25/2014,119.15625,119.38125,119.15625,119.34375,2835
9/24/2014,119.19375,119.225,119.06875,119.078125,363
9/23/2014,119.178125,119.21875,119.178125,119.21875,2895
9/22/2014,119.06875,119.146875,118.984375,119.09375,1614
9/19/2014,118.81875,118.975,118.65625,118.90625,5033
9/18/2014,118.890625,118.90625,118.678125,118.8125,3010
9/17/2014,119.234375,119.4375,118.875,119.015625,1875
9/16/2014,119.140625,119.240625,119.078125,119.171875,5792
9/15/2014,118.975,119.1,118.921875,119.0625,4164
9/12/2014,119.021875,119.053125,118.890625,118.9375,4528
9/11/2014,119.171875,119.21875,119,119.06875,3292
9/10/2014,119.19375,119.19375,119,119.0625,8163
9/9/2014,119.28125,119.303125,119.084375,119.140625,11223
9/8/2014,119.546875,119.625,119.328125,119.35,13151
9/5/2014,119.303125,119.78125,119.240625,119.490625,33066
9/4/2014,119.515625,119.65625,119.2875,119.334375,42456
9/3/2014,119.459375,119.515625,119.203125,119.4375,67661
9/2/2014,119.703125,119.703125,119.25625,119.44375,166400
8/29/2014,119.6875,119.75625,119.615625,119.71875,182058
8/28/2014,119.59375,119.765625,119.584375,119.69375,965142
8/27/2014,119.44375,119.640625,119.44375,119.584375,1560206
8/26/2014,119.390625,119.521875,119.38125,119.46875,1448240
8/25/2014,119.4125,119.490625,119.328125,119.375,839006
8/22/2014,119.578125,119.703125,119.303125,119.421875,899345
8/21/2014,119.56875,119.671875,119.5,119.584375,692260
8/20/2014,119.828125,119.84375,119.50625,119.553125,750950
8/19/2014,119.834375,120,119.7875,119.8125,428337
8/18/2014,119.96875,119.984375,119.803125,119.875,411170
8/15/2014,119.8125,120.21875,119.78125,119.984375,881099
8/14/2014,119.7875,119.96875,119.740625,119.84375,751737
8/13/2014,119.59375,119.834375,119.46875,119.803125,636433
8/12/2014,119.56875,119.6625,119.521875,119.609375,523027
8/11/2014,119.53125,119.63125,119.459375,119.59375,459438
8/8/2014,119.640625,119.984375,119.53125,119.609375,852980
8/7/2014,119.4125,119.6875,119.35,119.646875,679683
8/6/2014,119.31875,119.5375,119.28125,119.40625,683141
8/5/2014,119.40625,119.459375,119.1875,119.328125,618802
8/4/2014,119.28125,119.453125,119.25,119.365625,478381
8/1/2014,118.865625,119.396875,118.771875,119.303125,1389212
7/31/2014,118.81875,118.890625,118.625,118.834375,1001072
7/30/2014,119.13125,119.140625,118.609375,118.803125,1141874
7/29/2014,119.0375,119.178125,118.984375,119.146875,665554
7/28/2014,119.13125,119.1625,118.990625,119.0375,458533
7/25/2014,119.06875,119.1875,118.959375,119.1625,530509
7/24/2014,119.303125,119.31875,118.984375,119.046875,625259
7/23/2014,119.25,119.334375,119.209375,119.2875,398598
7/22/2014,119.125,119.271875,119.021875,119.240625,651510
7/21/2014,119.140625,119.271875,119.084375,119.09375,480952
7/18/2014,119.40625,119.490625,119.140625,119.1875,562079
7/17/2014,119.0625,119.40625,119.053125,119.265625,813507
7/16/2014,119.09375,119.1625,118.96875,119.021875,487634
7/15/2014,119.203125,119.38125,119.015625,119.078125,864460
7/14/2014,119.359375,119.365625,119.1625,119.1875,318457
7/11/2014,119.28125,119.453125,119.209375,119.35,434731
7/10/2014,119.1625,119.5375,119.146875,119.3125,984515
7/9/2014,119.0625,119.19375,118.765625,119.15625,795162
7/8/2014,118.865625,119.140625,118.81875,119.046875,582194
7/7/2014,118.796875,118.88125,118.6875,118.865625,356825
7/3/2014,119.046875,119.09375,118.625,118.859375,757628
7/2/2014,119.28125,119.328125,119.00625,119.015625,669072
7/1/2014,119.428125,119.459375,119.25625,119.303125,449612
6/30/2014,119.396875,119.46875,119.3125,119.459375,508593
6/27/2014,120.178125,120.240625,120.115625,120.1625,3533
6/26/2014,119.921875,120.1625,119.88125,120.13125,2862
6/25/2014,119.84375,120.09375,119.84375,119.94375,5855
6/24/2014,119.71875,119.834375,119.63125,119.796875,775
6/23/2014,119.771875,119.81875,119.671875,119.671875,2978
6/20/2014,119.75,119.834375,119.609375,119.703125,2474
6/19/2014,119.859375,119.953125,119.646875,119.75625,1285
6/18/2014,119.59375,119.88125,119.40625,119.6,1700
6/17/2014,119.6625,119.734375,119.44375,119.44375,5448
6/16/2014,119.771875,119.7875,119.671875,119.69375,4935
6/13/2014,119.75,119.796875,119.521875,119.734375,7626
6/12/2014,119.671875,119.959375,119.63125,119.90625,4304
6/11/2014,119.625,119.78125,119.546875,119.725,10769
6/10/2014,119.7875,119.81875,119.615625,119.65625,11905
6/9/2014,119.90625,119.90625,119.709375,119.765625,17322
6/6/2014,120.053125,120.25625,119.896875,119.921875,9470
6/5/2014,119.959375,120.171875,119.828125,120.053125,23721
6/4/2014,119.959375,120.09375,119.88125,119.953125,33582
6/3/2014,120.171875,120.1875,119.94375,119.984375,70779
6/2/2014,120.4375,120.44375,120.1,120.140625,143817
5/30/2014,120.475,120.53125,120.328125,120.490625,185100
5/29/2014,120.56875,120.78125,120.44375,120.546875,934990
5/28/2014,120.334375,120.6625,120.328125,120.63125,1618247
5/27/2014,120.3125,120.359375,120.203125,120.34375,1705288
5/23/2014,120.225,120.38125,120.203125,120.34375,548093
5/22/2014,120.3125,120.34375,120.1625,120.203125,705720
5/21/2014,120.375,120.490625,120.178125,120.334375,740315
5/20/2014,120.203125,120.459375,120.171875,120.421875,578816
5/19/2014,120.146875,120.390625,120.13125,120.25,457454
5/16/2014,120.25,120.296875,120.125,120.19375,506559
5/15/2014,120.0625,120.38125,119.9125,120.240625,1012100
5/14/2014,119.84375,120.240625,119.803125,120.115625,788178
5/13/2014,119.615625,119.865625,119.5625,119.834375,524710
5/12/2014,119.740625,119.75625,119.584375,119.640625,380401
5/9/2014,119.75,119.84375,119.69375,119.78125,475978
5/8/2014,119.584375,119.803125,119.5375,119.796875,754171
5/7/2014,119.44375,119.6875,119.334375,119.640625,823872
5/6/2014,119.459375,119.521875,119.365625,119.453125,530738
5/5/2014,119.50625,119.63125,119.4125,119.459375,431699
5/2/2014,119.521875,119.646875,119,119.459375,1335915
5/1/2014,119.44375,119.646875,119.375,119.578125,635610
4/30/2014,119.1875,119.46875,119.084375,119.453125,844838
4/29/2014,119.146875,119.1875,119.015625,119.146875,594493
4/28/2014,119.1875,119.2875,119.021875,119.225,713607
4/25/2014,119.146875,119.359375,119.115625,119.178125,531766
4/24/2014,119.0625,119.21875,118.9375,119.125,703504
4/23/2014,119.015625,119.271875,119,119.140625,700823
4/22/2014,119.06875,119.146875,118.928125,118.953125,497966
4/21/2014,119.00625,119.15625,118.921875,119.0625,283425
4/17/2014,119.390625,119.484375,118.96875,119.00625,769533
4/16/2014,119.515625,119.553125,119.3125,119.35,723314
4/15/2014,119.546875,119.6875,119.421875,119.521875,704816
4/14/2014,119.7875,120.078125,119.53125,119.609375,548644
4/11/2014,119.640625,119.859375,119.578125,119.78125,686496
4/10/2014,119.453125,119.875,119.44375,119.734375,983541
4/9/2014,119.209375,119.490625,119.03125,119.44375,768959
4/8/2014,119.1625,119.28125,119.1,119.25,577242
4/7/2014,119.053125,119.296875,119.046875,119.209375,603703
4/4/2014,118.584375,119.09375,118.46875,119.0625,1033884
4/3/2014,118.625,118.725,118.584375,118.640625,551993
4/2/2014,118.928125,118.9375,118.59375,118.625,598169
4/1/2014,118.990625,119,118.85,118.896875,553000
3/31/2014,118.8125,119.015625,118.65625,118.953125,812133
3/28/2014,0,0,119.90625,119.97656,3722
3/27/2014,120.01562,120.13281,119.92969,120.10156,776
3/26/2014,119.88281,120.15625,119.82812,120.10938,8204
3/25/2014,119.85156,119.96875,119.78125,119.89844,4268
3/24/2014,119.75,119.82812,119.61719,119.8125,4740
3/21/2014,119.96875,120.01562,119.84375,119.90625,234
3/20/2014,119.89062,120.00781,119.82031,119.9375,8563
3/19/2014,120.8125,120.8125,119.78906,120.01562,14832
3/18/2014,120.71875,120.80469,120.64844,120.77344,4921
3/17/2014,120.8125,120.8125,120.64844,120.64844,6601
3/14/2014,120.875,121.07812,120.76562,120.88281,7957
3/13/2014,120.59375,120.95312,120.39844,120.89062,9142
3/12/2014,120.46875,120.69531,120.4375,120.60156,13819
3/11/2014,120.38281,120.49219,120.32031,120.46875,10474
3/10/2014,120.375,120.42969,120.25,120.39062,9900
3/7/2014,120.66406,120.70312,120.1875,120.3125,24947
3/6/2014,120.78906,120.78906,120.57812,120.64844,32306
3/5/2014,120.80469,120.84375,120.63281,120.78906,41154
3/4/2014,121.14062,121.14062,120.75,120.8125,94038
3/3/2014,121.15625,121.3125,120.92188,121.10156,116013
2/28/2014,121.01562,121.04688,120.67969,120.90625,280001
2/27/2014,120.94531,121.10156,120.89844,121.03125,1368840
2/26/2014,120.73438,120.95312,120.67188,120.91406,1455471
2/25/2014,120.58594,120.79688,120.5625,120.75781,1098977
2/24/2014,120.63281,120.71094,120.46875,120.5625,789788
2/21/2014,120.57031,120.64844,120.42969,120.625,565985
2/20/2014,120.6875,120.90625,120.45312,120.5625,840982
2/19/2014,120.85938,121.03125,120.67188,120.70312,582595
2/18/2014,120.64844,120.92188,120.5625,120.86719,409494
2/14/2014,120.72656,120.84375,120.59375,120.64844,434908
2/13/2014,120.4375,120.75781,120.42969,120.73438,532611
2/12/2014,120.55469,120.60938,120.34375,120.41406,494212
2/11/2014,120.84375,120.85938,120.53906,120.60156,559699
2/10/2014,120.85938,120.99219,120.82031,120.83594,374656
2/7/2014,120.63281,121.05469,120.45312,120.91406,868606
2/6/2014,120.75,120.78906,120.57812,120.64844,535341
2/5/2014,120.82812,121.09375,120.71094,120.75781,734169
2/4/2014,120.9375,120.98438,120.8125,120.875,617834
2/3/2014,120.64844,121,120.57812,120.96875,757805
1/31/2014,120.46094,120.74219,120.42188,120.625,803333
1/30/2014,120.49219,120.52344,120.29688,120.47656,790782
1/29/2014,120.11719,120.63281,120.02344,120.55469,950011
1/28/2014,120.15625,120.3125,119.95312,120.25,622879
1/27/2014,120.28125,120.33594,120.05469,120.07812,753720
1/24/2014,119.99219,120.60156,119.96094,120.17969,937661
1/23/2014,119.48438,120.16406,119.45312,120.05469,914551
1/22/2014,119.73438,119.76562,119.46875,119.52344,500576
1/21/2014,119.83594,119.9375,119.58594,119.77344,484685
1/17/2014,119.76562,119.91406,119.71094,119.82812,444371
1/16/2014,119.60156,119.8125,119.57031,119.75781,466806
1/15/2014,119.73438,119.8125,119.47656,119.60938,543823
1/14/2014,119.99219,120.01562,119.71875,119.75,460122
1/13/2014,119.8125,120.0625,119.8125,120.00781,453157
1/10/2014,119.21094,119.88281,119.1875,119.85156,901121
1/9/2014,119.17188,119.30469,119.08594,119.25,684844
1/8/2014,119.57812,119.57812,119.10938,119.16406,678761
1/7/2014,119.51562,119.61719,119.48438,119.61719,428586
1/6/2014,119.30469,119.57031,119.1875,119.50781,430211
1/3/2014,119.375,119.49219,119.28906,119.35156,382353
1/2/2014,119.28906,119.44531,119.24219,119.40625,341539
12/31/2013,120.38281,120.4375,120.32031,120.35938,1415
12/30/2013,120.41406,120.48438,120.39062,120.46875,1811
12/27/2013,120.25,120.42969,120.25,120.33594,4723
12/26/2013,120.28906,120.32031,120.27344,120.32031,647
12/24/2013,120.5,120.5625,120.30469,120.30469,2353
12/23/2013,120.50781,120.63281,120.46094,120.53125,3810
12/20/2013,120.53906,120.75,120.42969,120.64062,4245
12/19/2013,121.00781,121.00781,120.57031,120.75,3007
12/18/2013,121.21094,121.39062,120.78906,121.17188,14080
12/17/2013,121.14062,121.25,121.14062,121.23438,5124
12/16/2013,121.04688,121.13281,121.02344,121.05469,16948
12/13/2013,121,121.10938,120.95312,121.03125,7209
12/12/2013,121.19531,121.24219,121,121.03906,8855
12/11/2013,121.40625,121.40625,121.1875,121.25,7783
12/10/2013,121.29688,121.45312,121.26562,121.42188,14440
12/9/2013,121.21094,121.32031,121.14844,121.19531,44355
12/6/2013,121.22656,121.34375,120.97656,121.16406,62251
12/5/2013,121.44531,121.49219,121.15625,121.28906,35785
12/4/2013,121.67188,121.6875,121.35938,121.42969,85520
12/3/2013,121.5625,121.72656,121.51562,121.69531,99332
12/2/2013,121.71094,121.78125,121.46875,121.54688,203155
11/29/2013,121.80469,121.82031,121.64062,121.79688,118824
11/27/2013,121.89844,121.91406,121.625,121.83594,951429
11/26/2013,121.76562,121.94531,121.6875,121.9375,1409059
11/25/2013,121.70312,121.77344,121.57812,121.73438,1092760
11/22/2013,121.64844,121.71875,121.5625,121.6875,708283
11/21/2013,121.58594,121.75,121.42188,121.64844,947874
11/20/2013,121.625,121.85938,121.51562,121.625,1010784
11/19/2013,121.82031,121.85938,121.60938,121.625,507241
11/18/2013,121.65625,121.88281,121.63281,121.80469,366670
11/15/2013,121.72656,121.75781,121.58594,121.67969,417956
11/14/2013,121.64062,121.77344,121.50781,121.71875,671013
11/13/2013,121.15625,121.67969,121.14844,121.42188,515141
11/12/2013,121.26562,121.32031,121.09375,121.14844,460002
11/11/2013,121.32031,121.42188,121.25781,121.27344,67799
11/8/2013,121.79688,122.16406,121.10938,121.32812,738858
11/7/2013,121.64844,121.97656,121.64844,121.78125,718205
11/6/2013,121.42188,121.77344,121.41406,121.66406,626817
11/5/2013,121.51562,121.57031,121.30469,121.42969,561844
11/4/2013,121.41406,121.59375,121.38281,121.54688,280193
11/1/2013,121.60938,121.63281,121.39062,121.4375,516081
10/31/2013,121.64844,121.83594,121.50781,121.6875,625389
10/30/2013,121.75781,121.95312,121.55469,121.67969,555713
10/29/2013,121.64844,121.78125,121.625,121.76562,381384
10/28/2013,121.67969,121.72656,121.5625,121.69531,288792
10/25/2013,121.57031,121.71875,121.53906,121.67969,281651
10/24/2013,121.59375,121.72656,121.53125,121.54688,428523
10/23/2013,121.63281,121.78125,121.58594,121.67188,487292
10/22/2013,121.29688,121.66406,121.27344,121.64844,538898
10/21/2013,121.35938,121.42969,121.23438,121.29688,289124
10/18/2013,121.36719,121.58594,121.35156,121.375,467819
10/17/2013,121.11719,121.48438,121.10938,121.44531,536558
10/16/2013,120.91406,121.13281,120.70312,121.10938,550909
10/15/2013,120.79688,121,120.76562,120.92188,430852
10/14/2013,121.125,121.125,120.75781,120.84375,76175
10/11/2013,120.92188,121.10938,120.86719,121.00781,381287
10/10/2013,120.86719,120.9375,120.65625,120.88281,642549
10/9/2013,120.84375,121.0625,120.77344,120.9375,487664
10/8/2013,120.96875,121.07812,120.79688,120.86719,453578
10/7/2013,121.00781,121.16406,120.94531,120.96094,289648
10/4/2013,121.21875,121.22656,120.90625,120.96094,368789
10/3/2013,121.09375,121.30469,120.9375,121.17188,488293
10/2/2013,120.82031,121.17969,120.78906,121.0625,521259
10/1/2013,121.0625,121.08594,120.83594,120.875,560709
9/30/2013,121.82031,121.92969,121.64062,121.67188,5919
9/27/2013,121.76562,121.80469,121.50781,121.73438,5567
9/26/2013,121.51562,121.55469,121.49219,121.59375,4992
9/25/2013,121.39062,121.64062,121.375,121.64062,8876
9/24/2013,121.35156,121.52344,121.34375,121.46875,5272
9/23/2013,121.11719,121.35938,121.08594,121.26562,3162
9/20/2013,121.20312,121.30469,121.04688,121.20312,1431
9/19/2013,121.36719,121.60156,121.10938,121.20312,21016
9/18/2013,120.51562,121.50781,120.3125,121.375,34664
9/17/2013,120.42969,120.65625,120.39844,120.55469,4225
9/16/2013,120.60156,121.02344,120.44531,120.46094,7613
9/13/2013,119.85156,120.17188,119.78906,120.09375,2075
9/12/2013,120.22656,120.29688,120.05469,120.08594,8464
9/11/2013,119.78125,120.11719,119.75,120.08594,21165
9/10/2013,119.92188,119.92188,119.74219,119.8125,22347
9/9/2013,119.74219,120.10156,119.73438,120.07031,20275
9/6/2013,119.41406,120.10156,119.25781,119.73438,18951
9/5/2013,119.85156,119.85938,119.28906,119.39062,54254
9/4/2013,120.1875,120.25,119.82812,119.875,53876
9/3/2013,120.30469,120.42188,119.9375,120.23438,161713
8/30/2013,120.55469,120.64062,120.39062,120.57031,225296
8/29/2013,120.54688,120.64062,120.25,120.60156,893348
8/28/2013,120.72656,120.76562,120.41406,120.48438,1282718
8/27/2013,120.45312,120.8125,120.36719,120.71875,1150877
8/26/2013,120.29688,120.5,120.21094,120.39062,894207
8/23/2013,120.0625,120.38281,119.82031,120.25,1019287
8/22/2013,120.28125,120.28906,119.9375,120.01562,783529
8/21/2013,120.6875,120.74219,120.23438,120.40625,712612
8/20/2013,120.4375,120.75781,120.4375,120.71094,559753
8/19/2013,120.64844,120.64844,120.35156,120.42188,530310
8/16/2013,120.79688,120.83594,120.39062,120.60156,579355
8/15/2013,121.03125,121.08594,120.50781,120.8125,805142
8/14/2013,121,121.13281,120.94531,121.03906,384684
8/13/2013,121.40625,121.41406,120.92969,121,605132
8/12/2013,121.52344,121.64844,121.39844,121.46094,360710
8/9/2013,121.51562,121.57812,121.4375,121.53125,332665
8/8/2013,121.46094,121.60156,121.4375,121.53125,466068
8/7/2013,121.375,121.54688,121.36719,121.47656,400403
8/6/2013,121.41406,121.46875,121.30469,121.39062,421161
8/5/2013,121.52344,121.55469,121.30469,121.38281,404272
8/2/2013,120.92188,121.5625,120.72656,121.54688,795368
8/1/2013,121.39062,121.42188,120.84375,120.84375,701266
7/31/2013,121.35938,121.44531,120.88281,121.36719,821446
7/30/2013,121.36719,121.48438,121.32031,121.35156,385603
7/29/2013,121.45312,121.55469,121.33594,121.42188,360165
7/26/2013,121.40625,121.51562,121.32812,121.5,402058
7/25/2013,121.24219,121.45312,121.08594,121.20312,595841
7/24/2013,121.53906,121.53906,121.11719,121.25,738815
7/23/2013,121.59375,121.60156,121.38281,121.50781,452683
7/22/2013,121.57812,121.70312,121.49219,121.54688,416709
7/19/2013,121.46094,121.60938,121.35938,121.57812,326424
7/18/2013,121.46875,121.64844,121.34375,121.41406,588462
7/17/2013,121.1875,121.66406,121.10156,121.47656,619970
7/16/2013,121.16406,121.28125,121.07812,121.21094,478051
7/15/2013,120.92188,121.17969,120.76562,121.09375,385424
7/12/2013,121.07031,121.32812,120.875,120.89062,514656
7/11/2013,120.91406,121.16406,120.875,121.08594,756441
7/10/2013,120.57031,120.78125,120.39844,120.48438,620447
7/9/2013,120.51562,120.65625,120.39844,120.59375,459421
7/8/2013,120.01562,120.53906,119.85156,120.49219,520457
7/5/2013,120.78125,121.125,119.95312,120.03125,909018
7/3/2013,121.07812,121.34375,120.76562,120.90625,430494
7/2/2013,121.05469,121.17188,120.95312,121.07812,429356
7/1/2013,120.9375,121.10938,120.71094,121.00781,454617
6/28/2013,121.75781,122.07812,121.54688,121.59375,2613
6/27/2013,121.6875,121.78125,121.65625,121.74219,92
6/26/2013,121.44531,121.58594,121.32812,121.42969,1142
6/25/2013,121.5625,121.57812,121.08594,121.17969,1849
6/24/2013,120.97656,121.5,120.82812,121.3125,8775
6/21/2013,121.92188,122.07812,121.3125,121.4375,1125
6/20/2013,122.19531,122.19531,121.75,121.92188,2453
6/19/2013,123.04688,123.10938,121.96094,122.27344,10321
6/18/2013,123.01562,123.08594,122.88281,123.03906,13443
6/17/2013,123.05469,123.21875,122.98438,123.03906,7966
6/14/2013,122.96094,123.21094,122.96094,123.14062,20299
6/13/2013,122.69531,122.98438,122.52344,122.77344,52449
6/12/2013,122.66406,122.76562,122.51562,122.55469,15230
6/11/2013,122.60938,122.74219,122.27344,122.6875,16961
6/10/2013,122.74219,122.85938,122.5625,122.63281,10534
6/7/2013,123.14062,123.32812,122.76562,122.80469,27945
6/6/2013,123.10156,123.48438,123,123.15625,17637
6/5/2013,122.95312,123.19531,122.9375,123.09375,61527
6/4/2013,123.10156,123.17188,122.9375,123.00781,45579
6/3/2013,123.08594,123.30469,122.84375,123.07031,142203
5/31/2013,123.15625,123.35938,122.79688,122.98438,428908
